Code	Product label	Exported value in 2000-Q1	Exported value in 2000-Q2	Exported value in 2000-Q3	Exported value in 2000-Q4	Exported value in 2001-Q1	Exported value in 2001-Q2	Exported value in 2001-Q3	Exported value in 2001-Q4	Exported value in 2002-Q1	Exported value in 2002-Q2	Exported value in 2002-Q3	Exported value in 2002-Q4	Exported value in 2003-Q1	Exported value in 2003-Q2	Exported value in 2003-Q3	Exported value in 2003-Q4	Exported value in 2004-Q1	Exported value in 2004-Q2	
080211	"Fresh or dried almonds in shell"	0	296	457	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	
080221	"Fresh or dried hazelnuts or filberts "Corylus spp.", in shell"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080222	"Fresh or dried hazelnuts or filberts "Corylus spp.", shelled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080231	"Fresh or dried walnuts, in shell"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
080232	"Fresh or dried walnuts, shelled"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
080240	"Fresh or dried chestnuts (Castanea spp.), whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080241	"Fresh or dried chestnuts "Castanea spp.", in shell"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080242	"Fresh or dried chestnuts "Castanea spp.", shelled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080250	"Fresh or dried pistachios, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080251	"Fresh or dried pistachios, in shell"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080252	"Fresh or dried pistachios, shelled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080262	"Fresh or dried macadamia nuts, shelled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080270	"Fresh or dried kola nuts "Cola spp.", whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080290	"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ..."	8	1	10	0	3	0	0	3	0	13	0	0	8	0	0	36	0	0	
080299	"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080310	"Fresh or dried plantains"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080390	"Fresh or dried bananas (excl. plantains)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080430	"Fresh or dried pineapples"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080450	"Fresh or dried guavas, mangoes and mangosteens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080521	"Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080522	"Fresh or dried clementines incl. monreales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080529	"Fresh or dried wilkings and similar citrus hybrids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080530	"Fresh or dried lemons "Citrus limon, Citrus limonum" and limes "Citrus aurantifolia""	24	1	0	21	25	2	2	17	20	6	1	0	0	0	0	0	0	0	
080590	"Fresh or dried citrus fruit (excl. oranges, lemons "Citrus limon, Citrus limonum", limes "Citrus ..."	8	1	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	
080620	"Dried grapes"	0	0	0	0	0	0	0	20	0	0	24	0	0	1	0	0	0	0	
080720	"Fresh pawpaws "papayas""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080810	"Fresh apples"	38	16	1	0	77	0	0	159	0	0	0	0	0	0	0	0	0	0	
080820	"Fresh pears and quinces"	0	0	4	1	8	0	0	9	48	0	45	52	0	0	120	0	0	0	
080830	"Fresh pears"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080840	"Fresh quinces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080921	"Fresh sour cherries "Prunus cerasus""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
080929	"Fresh cherries (excl. sour cherries)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081020	"Fresh raspberries, blackberries, mulberries and loganberries"	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	30	0	
081030	"Fresh black-, white- or redcurrants and gooseberries"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081040	"Fresh cranberries, bilberries and other fruits of the genus Vaccinium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081050	"Fresh kiwifruit"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
081070	"Fresh persimmons"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081120	"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081210	"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081220	"Strawberries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	12	58	0	0	23	38	0	0	0	0	0	0	0	0	0	0	0	
081310	"Dried apricots"	0	0	103	0	0	38	0	0	0	0	0	0	6	0	0	0	0	0	
081320	"Dried prunes"	44	0	1	0	0	0	96	4	0	0	0	1	0	0	0	38	0	0	
081330	"Dried apples"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
081340	"Dried peaches, pears, papaws "papayas", tamarinds and other edible fruits (excl. nuts, bananas, ..."	48	915	249	0	70	238	222	1	88	34	85	0	0	0	0	1	0	0	
081350	"Mixtures of nuts or dried fruits"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090111	"Coffee (excl. roasted and decaffeinated)"	1	0	0	0	0	0	0	0	0	141	0	0	46	0	0	63	62	0	
090112	"Decaffeinated coffee (excl. roasted)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090122	"Roasted, decaffeinated coffee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090220	"Green tea in immediate packings of > 3 kg"	1	0	0	0	17	1	0	0	1	0	1	4	0	0	0	5	17	0	
090240	"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ..."	0	0	0	0	1	4	0	0	80	1	0	0	0	0	0	0	2	0	
090300	"Mate"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090412	"Pepper of the genus Piper, crushed or ground"	4	0	0	0	0	0	0	0	0	6	0	0	26	0	0	0	0	0	
090421	"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090422	"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090500	"Vanilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	
090510	"Vanilla, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090520	"Vanilla, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090610	"Cinnamon and cinnamon-tree flowers (excluding crushed and ground)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090611	"Cinnamon "Cinnamomum zeylanicum Blume" (excl. crushed and ground)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090619	"Cinnamon and cinnamon-tree flowers (excl. cinnamon "Cinnamomum zeylanicum Blume" and crushed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090620	"Crushed or ground cinnamon and cinnamon-tree flowers"	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	1	0	0	
090700	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	3	0	2	0	0	30	0	0	0	0	0	
090710	"Cloves, whole fruit, cloves and stems, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090720	"Cloves, whole fruit, cloves and stems, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090811	"Nutmeg, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090812	"Nutmeg, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090820	"Mace"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090821	"Mace, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090822	"Mace, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090830	"Cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090831	"Cardamoms, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090832	"Cardamoms, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090910	"Seeds of anise or badian"	0	0	0	0	0	0	0	0	0	0	7	13	0	3	11	0	35	0	
090921	"Coriander seeds, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090922	"Coriander seeds, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090930	"Cumin seeds"	0	0	2	0	0	0	2	1	0	10	0	4	0	1	0	1	0	0	
090931	"Cumin seeds, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090932	"Cumin seeds, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090940	"Caraway seeds"	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	
090950	"Seeds of fennel; juniper berries"	0	0	0	0	0	0	0	0	6	10	0	0	0	5	4	0	0	0	
090961	"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
090962	"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
091010	"Ginger"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
091011	"Ginger, neither crushed nor ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
091012	"Ginger, crushed or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
091020	"Saffron"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
091030	"Turmeric "curcuma""	0	4	1	1	0	21	0	0	5	16	0	0	0	0	9	8	19	0	
091050	"Curry"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	
100110	"Durum wheat"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
100111	"Durum wheat seed for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100119	"Durum wheat (excl. seed for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100190	"Wheat and meslin (excluding durum wheat)"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	0	0	
100191	"Seed of wheat and meslin, for sowing (excl. durum)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100199	"Wheat and meslin (excl. seed for sowing, and durum wheat)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100300	"Barley"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100310	"Barley seed for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100390	"Barley (excl. seed for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100400	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100510	"Maize seed for sowing"	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	
100590	"Maize (excl. seed for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
100610	"Rice in the husk, "paddy" or rough"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100620	"Husked or brown rice"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100630	"Semi-milled or wholly milled rice, whether or not polished or glazed"	0	1	1	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	
100640	"Broken rice"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100700	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100710	"Grain sorghum, for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100790	"Grain sorghum (excl. for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100810	"Buckwheat"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100820	"Millet (excluding grain sorghum)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100829	"Millet (excl. grain sorghum, and seed for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100830	"Canary seed"	0	0	0	0	0	16	0	41	0	0	0	0	0	0	0	0	0	0	
100850	"Quinoa "Chenopodium quinoa""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100860	"Triticale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100890	"Cereals (excl. wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110210	"Rye flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110220	"Maize "corn" flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110230	"Rice flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110290	"Cereal flours (excl. wheat, meslin and maize)"	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
110313	"Groats and meal of maize "corn""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110320	"Cereal pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110411	"Rolled or flaked grains of barley"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
110412	"Rolled or flaked grains of oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110419	"Rolled or flaked grains of cereals (excl. oats)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110421	"Hulled, pearled, sliced, kibbled or otherwise worked grains of barley (excluding barley flour)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110422	"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excl. rolled, flaked, pellets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110423	"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excl. rolled, flaked, pellets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110429	"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excl. rolled, flaked, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110430	"Germ of cereals, whole, rolled, flaked or ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110510	"Flour, meal and powder of potatoes"	0	1	5	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	
110520	"Flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110610	"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110620	"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110630	"Flour, meal and powder of produce of chapter 8 "Edible fruit and nuts; peel of citrus fruits ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	
110710	"Malt (excl. roasted)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110720	"Roasted malt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110811	"Wheat starch"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110813	"Potato starch"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	
110814	"Manioc starch"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110819	"Starch (excl. wheat, maize, potato and manioc)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110820	"Inulin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110900	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120100	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120190	"Soya beans, whether or not broken (excl. seed for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120210	"Groundnuts in shell, not roasted or otherwise cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120220	"Shelled groundnuts, whether or not broken (excluding roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120241	"Groundnuts, in shell (excl. seed for sowing, roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120242	"Groundnuts, shelled, whether or not broken (excl. seed for sowing, roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120400	"Linseed, whether or not broken"	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
120500	"Rape or colza seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120510	"Low erucic acid rape or colza seeds "yielding a fixed oil which has an erucic acid content ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120590	"High erucic rape or colza seeds "yielding a fixed oil which has an erucic acid content of >= ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120600	"Sunflower seeds, whether or not broken"	0	28	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	
120710	"Palm nuts and kernels"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
120729	"Cotton seeds (excl. for sowing)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120740	"Sesamum seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120750	"Mustard seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120760	"Safflower "Carthamus tinctorius" seeds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120770	"Melon seeds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120791	"Poppy seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120810	"Soya bean flour and meal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120890	"Flours and meal of oil seeds or oleaginous fruit (excl. soya and mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120910	"Sugar beet seed, for sowing"	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	
120911	"Sugar beet seed, for sowing"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120919	"Beet seed for sowing (excluding sugar beet)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
120921	"Alfalfa seed for sowing"	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	
120922	"Clover "Trifolium spp" seed, for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120923	"Fescue seed for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120924	"Kentucky blue grass "Poa pratensis L." seed for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120925	"Ryegrass "Lolium multiflorum lam., Lolium perenne L." seed, for sowing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120930	"Seeds of herbaceous plants cultivated mainly for flowers, for sowing"	0	0	11	30	0	11	0	0	29	0	0	62	0	0	24	43	0	0	
121010	"Hop cones, fresh or dried (excl. ground, powdered or in the form of pellets)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121020	"Hop cones, ground, powdered or in the form of pellets; lupulin"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
121110	"Liquorice roots, fresh or dried, whether or not cut, crushed or powdered"	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
121120	"Ginseng roots, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121130	"Coca leaf, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121221	"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121229	"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121292	"Locust beans "carob", fresh, chilled, frozen or dried, whether or not ground"	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121293	"Sugar cane, fresh, chilled, frozen or dried, whether or not ground"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121410	"Alfalfa meal and pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121490	"Swedes, mangolds, fodder roots, hay, lucerne "alfalfa", clover, sainfoin, forage kale, lupines, ..."	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
130110	"Natural lac"	0	0	0	2	0	0	0	2	4	0	0	0	0	1	3	4	3	0	
130120	"Natural gum Arabic"	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	36	0	
130211	"Opium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130212	"Extracts of liquorice (excl. that with a sucrose content by weight of > 10% or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130213	"Extracts of hops"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130220	"Pectic substances, pectinates and pectates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140110	"Bamboos"	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
140120	"Rattans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140210	"Kapok, whether or not put up as a layer, with or without supporting material"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140290	"Vegetable hair, eel-grass and other vegetable materials of a kind used primarily as stuffing ..."	109	80	64	57	81	75	85	69	63	67	52	0	0	0	0	0	0	0	
140300	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140420	"Cotton linters"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150100	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150190	"Poultry fat, rendered or otherwise extracted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150200	"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ..."	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	
150300	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excl. emulsified, mixed or otherwise ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150410	"Fish-liver oils and their fractions, whether or not refined (excl. chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150510	"Crude wool grease"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150590	"Wool grease and fatty substances derived therefrom incl. lanolin (excluding crude)"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	
150600	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150710	"Crude soya-bean oil, whether or not degummed"	0	0	0	0	0	0	0	0	0	0	905	0	0	0	0	0	0	0	
150810	"Crude groundnut oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150890	"Groundnut oil and its fractions, whether or not refined (excl. chemically modified and crude)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150920	"Extra virgin olive oil "EU cat. 1" obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150930	"Virgin olive oil "EU cat. 2" obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150940	"Virgin olive oil "EU cat. 3" obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151010	"Crude olive pomace oil "EU cat. 6", obtained solely from olives, untreated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151090	"Other oils and their fractions "EU cat. 7 and 8", obtained solely from olives, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151110	"Crude palm oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151229	"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excl. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151311	"Crude coconut oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151319	"Coconut oil and its fractions, whether or not refined, but not chemically modified (excl. crude)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151321	"Crude palm kernel and babassu oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151329	"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151410	"Crude rape, colza or mustard oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151411	"Low erucic acid rape or colza oil "fixed oil which has an erucic acid content of < 2%", crude"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
